rent,bedrooms,neighborhood
4090,0,Fenway
3350,3,Fenway
3600,2,Fenway
4340,1,Fenway
4400,1,Fenway
5203,2,Fenway
3021,0,Fenway
3800,1,Fenway
3755,1,Fenway
3158,0,Fenway
2978,0,Fenway
2250,0,Fenway
4500,3,Fenway
3875,1,Fenway
3910,1,Fenway
3239,0,Fenway
3254,0,Fenway
3179,0,Fenway
5130,0,Fenway
4830,0,Fenway
5400,0,Fenway
5580,0,Fenway
4920,0,Fenway
3106,0,Fenway
5128,2,Fenway
3845,1,Fenway
3910,1,Fenway
3006,0,Fenway
3000,1,Fenway
2900,1,Fenway
3036,0,Fenway
4400,2,Fenway
3066,0,Fenway
2900,1,Fenway
3000,1,Fenway
3000,1,Fenway
2900,1,Fenway
3600,2,Fenway
3900,2,Fenway
3600,2,Fenway
3200,1,Fenway
3400,2,Fenway
3400,2,Fenway
2550,1,Fenway
3890,1,Fenway
3930,1,Fenway
5143,2,Fenway
2750,1,Fenway
2475,1,Fenway
2750,1,Fenway
4850,3,Fenway
2550,1,Fenway
3930,1,Fenway
2400,0,Fenway
3000,1,Fenway
2550,1,Fenway
4850,3,Fenway
3269,0,Fenway
3770,1,Fenway
3930,1,Fenway
2991,0,Fenway
2995,1,Fenway
5038,2,Fenway
4355,1,Fenway
3469,0,Fenway
1600,0,Fenway
2300,1,Fenway
3815,1,Fenway
3759,0,Fenway
2525,1,Fenway
3500,2,Fenway
2300,0,Fenway
2500,0,Fenway
3450,2,Fenway
2100,1,Fenway
2400,1,Fenway
4900,2,Fenway
11370,1,Fenway
16500,2,Fenway
7050,1,Fenway
7050,1,Fenway
6270,1,Fenway
8340,1,Fenway
8340,1,Fenway
8340,1,Fenway
8340,1,Fenway
7050,1,Fenway
8340,1,Fenway
6270,1,Fenway
8340,1,Fenway
7050,1,Fenway
2300,1,Fenway
2300,1,Fenway
2395,0,Fenway
6900,5,Fenway
2495,0,Fenway
2495,0,Fenway
3595,2,Fenway
4495,3,Fenway
2400,1,Fenway
2395,0,Fenway
3350,1,Fenway
1600,0,Fenway
3550,2,Fenway
5825,3,Fenway
3595,2,Fenway
2300,0,Fenway
2300,0,Fenway
2147,0,Fenway
5400,3,Fenway
5400,3,Fenway
4800,3,Fenway
2900,2,Fenway
2900,1,Fenway
4650,3,Fenway
4750,3,Fenway
4195,2,Fenway
4195,2,Fenway
3200,2,Fenway
4195,2,Fenway
3195,2,Fenway
2150,0,Fenway
4650,3,Fenway
2300,0,Fenway
4195,2,Fenway
2000,0,Fenway
3300,2,Fenway
2300,0,Fenway
3200,1,Fenway
2800,1,Fenway
2900,1,Fenway
2300,0,Fenway
5000,4,Fenway
5500,4,Fenway
9330,1,Fenway
7200,4,Fenway
3100,1,Fenway
6500,4,Fenway
3000,1,Fenway
4200,2,Fenway
9800,5,Fenway
3720,2,Fenway
2800,1,Fenway
6300,3,Fenway
2950,1,Fenway
3100,2,Fenway
2850,1,Fenway
2600,1,Fenway
2300,0,Fenway
2300,0,Fenway
2300,0,Fenway
2300,0,Fenway
2350,0,Fenway
2300,0,Fenway
2350,0,Fenway
2200,0,Fenway
2300,0,Fenway
2200,0,Fenway
2600,1,Fenway
2850,1,Fenway
3050,1,Fenway
3000,1,Fenway
2750,1,Fenway
2950,1,Fenway
2995,1,Fenway
2750,1,Fenway
3800,2,Fenway
3400,2,Fenway
2850,2,Fenway
3050,2,Fenway
3050,2,Fenway
2750,2,Fenway
2950,2,Fenway
3400,2,Fenway
4850,3,Fenway
2200,0,Fenway
3100,2,Fenway
2950,1,Fenway
2950,2,Fenway
3400,2,Fenway
6300,4,Fenway
2900,1,Fenway
2950,2,Fenway
2850,2,Fenway
3300,2,Fenway
2750,2,Fenway
3650,2,Fenway
3000,1,Fenway
2800,1,Fenway
3300,2,Fenway
3000,1,Fenway
2900,1,Fenway
2900,1,Fenway
2700,1,Fenway
2400,1,Fenway
4650,3,Fenway
6772,2,Fenway
6600,3,Fenway
4800,2,Fenway
3000,1,Fenway
5600,3,Fenway
3005,1,Fenway
4750,2,Fenway
2850,1,Fenway
4700,2,Fenway
2850,1,Fenway
4200,3,Fenway
3000,1,Fenway
2000,0,Fenway
2500,1,Fenway
2600,1,Fenway
2700,1,Fenway
2700,1,Fenway
2000,0,Fenway
2500,1,Fenway
2700,1,Fenway
2500,1,Fenway
2600,1,Fenway
3200,1,Fenway
3200,1,Fenway
4950,3,Fenway
2150,0,Fenway
2150,0,Fenway
2200,0,Fenway
2200,0,Fenway
2600,1,Fenway
3400,1,Fenway
4750,2,Fenway
4650,2,Fenway
2200,0,Fenway
3400,2,Fenway
6300,3,Fenway
4650,2,Fenway
4600,2,Fenway
4650,2,Fenway
4750,2,Fenway
6300,3,Fenway
3000,1,Fenway
5750,3,Fenway
5750,3,Fenway
4000,2,Fenway
2200,0,Fenway
3400,1,Fenway
2800,2,Fenway
4200,2,Fenway
3795,2,Fenway
5750,3,Fenway
5750,3,Fenway
2850,0,Fenway
4800,2,Fenway
6150,3,Fenway
4600,2,Fenway
5950,3,Fenway
4500,2,Fenway
6250,3,Fenway
4750,2,Fenway
6250,3,Fenway
6275,3,Fenway
4100,2,Fenway
2800,0,Fenway
3800,3,Fenway
2200,0,Fenway
2200,0,Fenway
2300,1,Fenway
2300,1,Fenway
1900,0,Fenway
2100,1,Fenway
2300,1,Fenway
2400,1,Fenway
2450,1,Fenway
3400,2,Fenway
4395,3,Fenway
3400,2,Fenway
3050,1,Fenway
1900,0,Fenway
8000,4,Fenway
2200,1,Fenway
4200,2,Fenway
3900,2,Fenway
2500,1,Fenway
4500,3,Fenway
4950,3,Fenway
2450,1,Fenway
2850,2,Fenway
4500,2,Fenway
5400,3,Fenway
5400,3,Fenway
4800,2,Fenway
3800,2,Fenway
3800,2,Fenway
3800,2,Fenway
2200,0,Fenway
3400,1,Fenway
3700,1,Fenway
2450,0,Fenway
2950,0,Fenway
4100,2,Fenway
2700,0,Fenway
2350,0,Fenway
2500,0,Fenway
4100,1,Fenway
4350,1,Fenway
2050,0,Fenway
4100,2,Fenway
2050,0,Fenway
2700,1,Fenway
3550,1,Fenway
9800,5,Fenway
3200,2,Fenway
3100,1,Fenway
3100,1,Fenway
2200,0,Fenway
3650,2,Fenway
3650,2,Fenway
3800,2,Fenway
3950,2,Fenway
1575,0,Fenway
7140,1,Fenway
3000,1,Fenway
3300,2,Fenway
3650,2,Fenway
4995,4,Fenway
2450,0,Fenway
5000,0,Fenway
4000,0,Fenway
2300,0,Fenway
2200,0,Fenway
2350,1,Fenway
2350,1,Fenway
2300,1,Fenway
2350,1,Fenway
3100,1,Fenway
3100,1,Fenway
2975,1,Fenway
3100,2,Fenway
3100,2,Fenway
3100,2,Fenway
3100,2,Fenway
3100,2,Fenway
3100,2,Fenway
4100,2,Fenway
3850,3,Fenway
4995,4,Fenway
3100,2,Fenway
1750,0,Fenway
2200,0,Fenway
5100,4,Fenway
2975,1,Fenway
2200,0,Fenway
2200,0,Fenway
2200,0,Fenway
2100,0,Fenway
3150,2,Fenway
4200,3,Fenway
1950,0,Fenway
2400,1,Fenway
2200,0,Fenway
2600,1,Fenway
1900,0,Fenway
2500,1,Fenway
2950,1,Fenway
3100,1,Fenway
2600,1,Fenway
3200,1,Fenway
5000,3,Fenway
5400,3,Fenway
4250,3,Fenway
4050,1,Fenway
3874,1,Fenway
3874,1,Fenway
5400,3,Fenway
5400,3,Fenway
5400,3,Fenway
4250,2,Fenway
3450,2,Fenway
2200,1,Fenway
3450,2,Fenway
2205,0,Fenway
6660,1,Fenway
5450,3,Fenway
2800,1,Fenway
2800,1,Fenway
3800,2,Fenway
4800,2,Fenway
4850,2,Fenway
4850,2,Fenway
5000,3,Fenway
3875,2,Fenway
2800,1,Fenway
2800,1,Fenway
8500,5,Fenway
3675,2,Fenway
2861,0,Fenway
2691,0,Fenway
2716,0,Fenway
2478,0,Fenway
2834,1,Fenway
2967,1,Fenway
3028,1,Fenway
3359,2,Fenway
3299,2,Fenway
3650,2,Fenway
5600,4,Fenway
3450,2,Fenway
2200,0,Fenway
2600,1,Fenway
4200,3,Fenway
2200,0,Fenway
2050,0,Fenway
4800,2,Fenway
2200,0,Fenway
6800,4,Fenway
3200,2,Fenway
3580,2,Fenway
2600,1,Fenway
2100,0,Fenway
2050,0,Fenway
3200,1,Fenway
3200,1,Fenway
3200,1,Fenway
3200,1,Fenway
4650,2,Fenway
4650,2,Fenway
4275,2,Fenway
6000,3,Fenway
6000,3,Fenway
2200,0,Fenway
2250,0,Fenway
2000,0,Fenway
3130,0,Fenway
4735,2,Fenway
2600,0,Fenway
4000,1,Fenway
6480,1,Fenway
6030,1,Fenway
6180,1,Fenway
5460,1,Fenway
3820,1,Fenway
5700,1,Fenway
3660,1,Fenway
6090,1,Fenway
1975,0,Fenway
1950,0,Fenway
3450,2,Fenway
3600,2,Fenway
3600,2,Fenway
2900,1,Fenway
3200,2,Fenway
2900,1,Fenway
2900,1,Fenway
1950,0,Fenway
1950,0,Fenway
2500,0,Fenway
2800,2,Fenway
3550,3,Fenway
3450,2,Fenway
3400,2,Fenway
3400,2,Fenway
3200,2,Fenway
3200,2,Fenway
2500,0,Fenway
3400,2,Fenway
2100,0,Fenway
5200,3,Fenway
3300,2,Fenway
2500,1,Fenway
2500,1,Fenway
3400,2,Fenway
2095,0,Fenway
2650,1,Fenway
3500,2,Fenway
3500,1,Fenway
3200,1,Fenway
4800,3,Fenway
3200,1,Fenway
2900,0,Fenway
2900,0,Fenway
2900,0,Fenway
2900,1,Fenway
2900,0,Fenway
2900,0,Fenway
2900,0,Fenway
3500,1,Fenway
5200,3,Fenway
2900,0,Fenway
2900,0,Fenway
3100,2,Fenway
3500,1,Fenway
2900,0,Fenway
4000,1,Fenway
4000,1,Fenway
4500,3,Fenway
2250,0,Fenway
3500,2,Fenway
3400,1,Fenway
7750,4,Fenway
7300,4,Fenway
2699,0,Fenway
3402,2,Fenway
2800,2,Fenway
2075,0,Fenway
1645,0,Fenway
2200,0,Fenway
2200,0,Fenway
1695,0,Fenway
5044,1,Fenway
2795,1,Fenway
4250,3,Fenway
3202,2,Fenway
2950,1,Fenway
4200,3,Fenway
2650,2,Fenway
4300,3,Fenway
4500,2,Fenway
3300,2,Fenway
4995,3,Fenway
3500,1,Fenway
7500,5,Fenway
4200,3,Fenway
3202,2,Fenway
6500,3,Fenway
3300,3,Fenway
6500,4,Fenway
4219,3,Fenway
6500,5,Fenway
4200,3,Fenway
6500,4,Fenway
10110,1,Fenway
2310,0,Fenway
6000,4,Fenway
6000,4,Fenway
6000,4,Fenway
8000,5,Fenway
8000,5,Fenway
5500,4,Fenway
8000,5,Fenway
6000,4,Fenway
7750,4,Fenway
7500,5,Fenway
7750,4,Fenway
3865,3,Fenway
7500,5,Fenway
3400,2,Fenway
2775,2,Fenway
6000,4,Fenway
5600,4,Fenway
3600,1,Fenway
3500,2,Fenway
3500,2,Fenway
4000,2,Fenway
3300,2,Fenway
2600,1,Fenway
6000,4,Fenway
3600,1,Fenway
2095,0,Fenway
2095,0,Fenway
8000,3,Fenway
3500,1,Fenway
5500,4,Fenway
4995,3,Fenway
4500,3,Fenway
3400,1,Fenway
4200,2,Fenway
4250,3,Fenway
2145,0,Fenway
3200,2,Fenway
4500,2,Fenway
4500,3,Fenway
2045,0,Fenway
3200,1,Fenway
4500,3,Fenway
2500,1,Fenway
2200,0,Fenway
4600,3,Fenway
2200,0,Fenway
2200,1,Fenway
2045,0,Fenway
2500,0,Fenway
3400,2,Fenway
5940,2,Fenway
2550,1,Fenway
7000,2,Fenway
3350,1,Fenway
3900,3,Fenway
5110,2,Fenway
5580,2,Fenway
5700,1,Fenway
5850,2,Fenway
6390,2,Fenway
5430,1,Fenway
7440,2,Fenway
6690,2,Fenway
5910,2,Fenway
5730,1,Fenway
4040,1,Fenway
5400,2,Fenway
2970,1,Fenway
3375,2,Fenway
2950,1,Fenway
3900,1,Fenway
3300,1,Fenway
3900,3,Fenway
3900,3,Fenway
3400,2,Fenway
3400,2,Fenway
2800,1,Fenway
4500,3,Fenway
1775,0,Fenway
3900,3,Fenway
2750,1,Fenway
3400,2,Fenway
4500,3,Fenway
2495,0,Fenway
2495,0,Fenway
2550,1,Fenway
4400,4,Fenway
2800,1,Fenway
2500,0,Fenway
3900,2,Fenway
13470,2,Fenway
4920,0,Fenway
5010,0,Fenway
13350,2,Fenway
21180,2,Fenway
19170,2,Fenway
5310,1,Fenway
4500,2,Fenway
4350,1,Fenway
4200,1,Fenway
3530,0,Fenway
2675,1,Fenway
4080,0,Fenway
3400,2,Fenway
2800,0,Fenway
2250,1,Fenway
4500,3,Fenway
4300,3,Fenway
2200,1,Fenway
3200,2,Fenway
2350,0,Fenway
2875,1,Fenway
2395,0,Fenway
2555,0,Fenway
3060,1,Fenway
2200,0,Fenway
2500,1,Fenway
2800,1,Fenway
2400,0,Fenway
2300,0,Fenway
3500,2,Fenway
2600,1,Fenway
2200,0,Fenway
1800,0,Fenway
2500,1,Fenway
2300,0,Fenway
4018,3,Fenway
2200,0,Fenway
8310,2,Fenway
6400,4,Fenway
3200,2,Fenway
3200,2,Fenway
3200,2,Fenway
2925,1,Fenway
3195,1,Fenway
3300,2,Fenway
2900,1,Fenway
2400,1,Fenway
3125,1,Fenway
2495,0,Fenway
2950,1,Fenway
2425,0,Fenway
21660,2,Fenway
2325,0,Fenway
2450,0,Fenway
2675,1,Fenway
6060,1,Fenway
3375,2,Fenway
8550,0,Fenway
2975,1,Fenway
2775,1,Fenway
2775,1,Fenway
2975,1,Fenway
2775,1,Fenway
3250,2,Fenway
2845,1,Fenway
2775,1,Fenway
2775,1,Fenway
2750,1,Fenway
2750,1,Fenway
3095,2,Fenway
4400,2,Fenway
3150,2,Fenway
2825,1,Fenway
2200,0,Fenway
2800,1,Fenway
2800,1,Fenway
2700,1,Fenway
2700,1,Fenway
2800,1,Fenway
2500,1,Fenway
2500,2,Fenway
6240,1,Fenway
3060,1,Fenway
3100,2,Fenway
3060,1,Fenway
5150,3,Fenway
5500,3,Fenway
2500,1,Fenway
3695,2,Fenway
3695,2,Fenway
2825,1,Fenway
5300,3,Fenway
3200,2,Fenway
3200,2,Fenway
4700,3,Fenway
4200,2,Fenway
4200,2,Fenway
4200,2,Fenway
2425,0,Fenway
5300,3,Fenway
3600,1,Fenway
4000,2,Fenway
2350,1,Fenway
3300,1,Fenway
2950,1,Fenway
4950,3,Fenway
2350,0,Fenway
2150,0,Fenway
2800,1,Fenway
3400,1,Fenway
2975,1,Fenway
3600,2,Fenway
3300,2,Fenway
5100,3,Fenway
7800,4,Fenway
2700,1,Fenway
2700,1,Fenway
2700,1,Fenway
3300,0,Fenway
3300,2,Fenway
3900,1,Fenway
2350,0,Fenway
6500,4,Fenway
3100,1,Fenway
2700,1,Fenway
2700,1,Fenway
4000,2,Fenway
4000,2,Fenway
2350,0,Fenway
4000,2,Fenway
2350,0,Fenway
3700,1,Fenway
2150,0,Fenway
2200,0,Fenway
2300,0,Fenway
2200,0,Fenway
2200,0,Fenway
2200,0,Fenway
3250,2,Fenway
3800,1,Fenway
2200,0,Fenway
2150,0,Fenway
2200,0,Fenway
2200,0,Fenway
2450,0,Fenway
2150,0,Fenway
1995,0,Fenway
1895,0,Fenway
2195,0,Fenway
2195,0,Fenway
1995,0,Fenway
2095,0,Fenway
2095,0,Fenway
2095,0,Fenway
2800,1,Fenway
2650,1,Fenway
3400,2,Fenway
3400,2,Fenway
2650,1,Fenway
2416,0,Fenway
2100,0,Fenway
2100,0,Fenway
2600,0,Fenway
2450,1,Fenway
2450,1,Fenway
3300,1,Fenway
3552,1,Fenway
2848,1,Fenway
3200,1,Fenway
4750,3,Fenway
2950,1,Fenway
2900,1,Fenway
3000,1,Fenway
3050,1,Fenway
3600,1,Fenway
3500,1,Fenway
3050,1,Fenway
3359,2,Fenway
2950,1,Fenway
3650,2,Fenway
4050,2,Fenway
3024,1,Fenway
3000,1,Fenway
3500,1,Fenway
2700,1,Fenway
2650,1,Fenway
3247,2,Fenway
4650,3,Brighton
3000,2,Brighton
2195,1,Brighton
3150,3,Brighton
8400,7,Brighton
2900,2,Brighton
5300,4,Brighton
3800,2,Brighton
9450,6,Brighton
9000,6,Brighton
8000,5,Brighton
2750,1,Brighton
5310,2,Brighton
8400,8,Brighton
3000,2,Brighton
5200,4,Brighton
10400,8,Brighton
7100,6,Brighton
4300,3,Brighton
9450,6,Brighton
5150,3,Brighton
3955,2,Brighton
9500,6,Brighton
5900,4,Brighton
5900,4,Brighton
5200,4,Brighton
5200,4,Brighton
4950,3,Brighton
4300,3,Brighton
9500,8,Brighton
8400,8,Brighton
3600,3,Brighton
3200,2,Brighton
3700,3,Brighton
5000,3,Brighton
4500,3,Brighton
3700,3,Brighton
3042,1,Brighton
3095,2,Brighton
3600,3,Brighton
2750,2,Brighton
9625,7,Brighton
2750,2,Brighton
2995,2,Brighton
2995,2,Brighton
2995,2,Brighton
2995,2,Brighton
2995,2,Brighton
2995,2,Brighton
2995,2,Brighton
2750,2,Brighton
4850,3,Brighton
9625,7,Brighton
4200,2,Brighton
4250,2,Brighton
3750,2,Brighton
2000,1,Brighton
9625,7,Brighton
3700,3,Brighton
4950,3,Brighton
3095,2,Brighton
2995,2,Brighton
2995,2,Brighton
2995,2,Brighton
2995,2,Brighton
4450,2,Brighton
9450,6,Brighton
4350,2,Brighton
9500,8,Brighton
9625,7,Brighton
4350,2,Brighton
4650,3,Brighton
9625,7,Brighton
4125,3,Brighton
8500,5,Brighton
2995,2,Brighton
4800,3,Brighton
4125,3,Brighton
9900,6,Brighton
9900,6,Brighton
3700,3,Brighton
4350,2,Brighton
6200,5,Brighton
4650,3,Brighton
2995,2,Brighton
2995,2,Brighton
4350,2,Brighton
4650,3,Brighton
4350,2,Brighton
4650,3,Brighton
10000,7,Brighton
4000,3,Brighton
14400,9,Brighton
3000,2,Brighton
3075,1,Brighton
1950,0,Brighton
2300,1,Brighton
2660,1,Brighton
2720,1,Brighton
4250,3,Brighton
3950,3,Brighton
4000,3,Brighton
2000,0,Brighton
4200,2,Brighton
3150,1,Brighton
3120,1,Brighton
3950,3,Brighton
2650,1,Brighton
3042,1,Brighton
2695,1,Brighton
4150,3,Brighton
3250,2,Brighton
4000,3,Brighton
2695,1,Brighton
4250,3,Brighton
3400,3,Brighton
3042,1,Brighton
3400,3,Brighton
3400,3,Brighton
1750,1,Brighton
3075,1,Brighton
4000,2,Brighton
3000,1,Brighton
3800,1,Brighton
3000,1,Brighton
4000,3,Brighton
4150,3,Brighton
3950,3,Brighton
4000,3,Brighton
4150,3,Brighton
3950,3,Brighton
3800,1,Brighton
2000,0,Brighton
3200,3,Brighton
3595,3,Brighton
2100,0,Brighton
1875,0,Brighton
2900,2,Brighton
2295,1,Brighton
2595,1,Brighton
3325,3,Brighton
1950,1,Brighton
8000,3,Brighton
1900,1,Brighton
2700,2,Brighton
7410,1,Brighton
4050,1,Brighton
3600,1,Brighton
2950,2,Brighton
2850,2,Brighton
3295,2,Brighton
2950,1,Brighton
4500,3,Brighton
3825,3,Brighton
8500,6,Brighton
4000,1,Brighton
8500,3,Brighton
3500,1,Brighton
3000,0,Brighton
3500,1,Brighton
8550,0,Brighton
2950,1,Brighton
4300,1,Brighton
4250,3,Brighton
6500,3,Brighton
3800,1,Brighton
2500,2,Brighton
11000,7,Brighton
2700,2,Brighton
2350,1,Brighton
2375,1,Brighton
2375,1,Brighton
2375,1,Brighton
3800,1,Brighton
4500,3,Brighton
4000,4,Brighton
5000,5,Brighton
9000,8,Brighton
3000,1,Brighton
4350,3,Brighton
4350,3,Brighton
4250,3,Brighton
2900,2,Brighton
2095,0,Brighton
2100,0,Brighton
2300,1,Brighton
1900,0,Brighton
3500,1,Brighton
3800,1,Brighton
8000,3,Brighton
3500,1,Brighton
2375,1,Brighton
8000,3,Brighton
3800,1,Brighton
6000,3,Brighton
4500,3,Brighton
2950,1,Brighton
11000,7,Brighton
4250,3,Brighton
2595,1,Brighton
2350,1,Brighton
2145,1,Brighton
4500,3,Brighton
2750,2,Brighton
2700,2,Brighton
2400,1,Brighton
2100,0,Brighton
2100,0,Brighton
2100,0,Brighton
1750,0,Brighton
2750,2,Brighton
2350,0,Brighton
2300,1,Brighton
3000,2,Brighton
3500,1,Brighton
4200,4,Brighton
2100,0,Brighton
3800,3,Brighton
2700,2,Brighton
4100,4,Brighton
5800,5,Brighton
5800,5,Brighton
5130,1,Brighton
2895,2,Brighton
5800,5,Brighton
5800,5,Brighton
2995,2,Brighton
3000,2,Brighton
3500,2,Brighton
4800,4,Brighton
4100,5,Brighton
4800,4,Brighton
4450,3,Brighton
4500,3,Brighton
7200,6,Brighton
3000,0,Brighton
3650,3,Brighton
5800,5,Brighton
3600,3,Brighton
5800,5,Brighton
2150,1,Brighton
2150,1,Brighton
2400,1,Brighton
2100,1,Brighton
2400,1,Brighton
4195,4,Brighton
1850,1,Brighton
2500,2,Brighton
3795,2,Brighton
3795,2,Brighton
2275,1,Brighton
2150,1,Brighton
2200,1,Brighton
2000,1,Brighton
2000,1,Brighton
2150,1,Brighton
1950,1,Brighton
3200,2,Brighton
1900,1,Brighton
1850,1,Brighton
2800,2,Brighton
5800,5,Brighton
2600,2,Brighton
3695,4,Brighton
1850,0,Brighton
2200,1,Brighton
2000,0,Brighton
3695,4,Brighton
4800,4,Brighton
2400,1,Brighton
5200,4,Brighton
9000,7,Brighton
3900,3,Brighton
2800,2,Brighton
3400,3,Brighton
2400,1,Brighton
4000,5,Brighton
5200,4,Brighton
3500,3,Brighton
2400,2,Brighton
4200,4,Brighton
9000,6,Brighton
2525,2,Brighton
3750,3,Brighton
3750,3,Brighton
9000,6,Brighton
5125,5,Brighton
12000,8,Brighton
5000,4,Brighton
12000,8,Brighton
3450,3,Brighton
5000,4,Brighton
4800,5,Brighton
5000,4,Brighton
2800,2,Brighton
4800,5,Brighton
5000,4,Brighton
2375,1,Brighton
4500,5,Brighton
12000,8,Brighton
5200,4,Brighton
9000,6,Brighton
12000,8,Brighton
4000,5,Brighton
5200,4,Brighton
12000,8,Brighton
3600,4,Brighton
6150,2,Brighton
4000,5,Brighton
2900,3,Brighton
2595,1,Brighton
5000,4,Brighton
4000,5,Brighton
9000,6,Brighton
12000,8,Brighton
4200,4,Brighton
2595,1,Brighton
2650,2,Brighton
3195,3,Brighton
4000,5,Brighton
3450,3,Brighton
4500,5,Brighton
2200,1,Brighton
4200,4,Brighton
2800,2,Brighton
1825,0,Brighton
2400,1,Brighton
2850,2,Brighton
2300,1,Brighton
2850,2,Brighton
4200,4,Brighton
5400,4,Brighton
3300,3,Brighton
4600,4,Brighton
3300,2,Brighton
3010,1,Brighton
2200,1,Brighton
2000,0,Brighton
4320,1,Brighton
2400,1,Brighton
2300,1,Brighton
3200,3,Brighton
3000,2,Brighton
3200,4,Brighton
2900,2,Brighton
2875,2,Brighton
4500,4,Brighton
4500,4,Brighton
2875,2,Brighton
4200,4,Brighton
4200,4,Brighton
3500,3,Brighton
2875,2,Brighton
2775,1,Brighton
5000,4,Brighton
2275,1,Brighton
2475,1,Brighton
2300,1,Brighton
3800,1,Brighton
2775,1,Brighton
2395,1,Brighton
2350,1,Brighton
2395,1,Brighton
4250,3,Brighton
4500,4,Brighton
2350,1,Brighton
4500,3,Brighton
2975,1,Brighton
2800,2,Brighton
2885,2,Brighton
15400,10,Brighton
1825,0,Brighton
2375,1,Brighton
2375,1,Brighton
2350,1,Brighton
2800,2,Brighton
3030,2,Brighton
2295,1,Brighton
2800,2,Brighton
4500,3,Brighton
3950,2,Brighton
1950,1,Brighton
2450,1,Brighton
2800,2,Brighton
2800,2,Brighton
4200,3,Brighton
2450,0,Brighton
2795,2,Brighton
2795,2,Brighton
2350,1,Brighton
2395,0,Brighton
2000,1,Brighton
2295,1,Brighton
6200,5,Brighton
5200,4,Brighton
4350,1,Brighton
12030,3,Brighton
3800,4,Brighton
4350,1,Brighton
3500,3,Brighton
1900,0,Brighton
3950,2,Brighton
3950,2,Brighton
4500,3,Brighton
4500,3,Brighton
3950,2,Brighton
5200,4,Brighton
6000,4,Brighton
6800,5,Brighton
4500,3,Brighton
3950,2,Brighton
5200,4,Brighton
1950,0,Brighton
3300,3,Brighton
2500,2,Brighton
3000,2,Brighton
3750,4,Brighton
3700,4,Brighton
3150,3,Brighton
2360,1,Brighton
2770,1,Brighton
4200,4,Brighton
3300,3,Brighton
2550,1,Brighton
3500,3,Brighton
2250,2,Brighton
4100,5,Brighton
4100,4,Brighton
3395,2,Brighton
2795,1,Brighton
8250,2,Brighton
4830,2,Brighton
2775,1,Brighton
2775,1,Brighton
2775,1,Brighton
4100,4,Brighton
4295,3,Brighton
3550,3,Brighton
5500,4,Brighton
2600,2,Brighton
2350,1,Brighton
2350,1,Brighton
4150,3,Brighton
5275,4,Brighton
3000,2,Brighton
3000,2,Brighton
2775,1,Brighton
2800,2,Brighton
3030,2,Brighton
2600,2,Brighton
2795,2,Brighton
2500,2,Brighton
2950,2,Brighton
6500,6,Brighton
2600,2,Brighton
2225,2,Brighton
3500,1,Brighton
2125,0,Brighton
3200,3,Brighton
2500,2,Brighton
2100,0,Brighton
3500,3,Brighton
3450,3,Brighton
3400,4,Brighton
3650,4,Brighton
4000,3,Brighton
2640,1,Brighton
3690,1,Brighton
2800,2,Brighton
4000,4,Brighton
3500,4,Brighton
2400,0,Brighton
3500,4,Brighton
2700,2,Brighton
2200,1,Brighton
3600,4,Brighton
2000,1,Brighton
2395,1,Brighton
2500,1,Brighton
2900,3,Brighton
3500,1,Brighton
3500,1,Brighton
4300,1,Brighton
2700,2,Brighton
2495,1,Brighton
3990,1,Brighton
3330,1,Brighton
2975,1,Brighton
5400,4,Brighton
2595,2,Brighton
1800,0,Brighton
3000,3,Brighton
2400,0,Brighton
2895,1,Brighton
2775,2,Brighton
2875,2,Brighton
2875,2,Brighton
2860,1,Brighton
2095,0,Brighton
2400,2,Brighton
3185,2,Brighton
2975,1,Brighton
2960,2,Brighton
2960,1,Brighton
2300,1,Brighton
2300,1,Brighton
2400,2,Brighton
2150,0,Brighton
3500,1,Brighton
3500,1,Brighton
2925,1,Brighton
2925,1,Brighton
2960,1,Brighton
2860,1,Brighton
2895,1,Brighton
2960,1,Brighton
3800,1,Brighton
3400,4,Brighton
2550,0,Brighton
1850,0,Brighton
2975,1,Brighton
2975,1,Brighton
2400,0,Brighton
3250,4,Brighton
1600,2,Brighton
2575,1,Brighton
3450,3,Brighton
3350,3,Brighton
3650,3,Brighton
3600,2,Brighton
3250,4,Brighton
2250,1,Brighton
3500,4,Brighton
3250,4,Brighton
2000,0,Brighton
3250,4,Brighton
2275,1,Brighton
3500,4,Brighton
3450,3,Brighton
3630,3,Brighton
3600,3,Brighton
2275,1,Brighton
2400,1,Brighton
2200,1,Brighton
4950,3,Brighton
3250,4,Brighton
2300,2,Brighton
2600,2,Brighton
3450,3,Brighton
2695,2,Brighton
3900,4,Brighton
3000,3,Brighton
3000,4,Brighton
3800,4,Brighton
2200,1,Brighton
4000,4,Brighton
1850,1,Brighton
1750,0,Brighton
1950,1,Brighton
3000,4,Brighton
1800,1,Brighton
1800,0,Brighton
3500,4,Brighton
2750,2,Brighton
2675,2,Brighton
2750,2,Brighton
5500,2,Brighton
3725,3,Brighton
3000,3,Brighton
3800,4,Brighton
3150,3,Brighton
3400,4,Brighton
3400,4,Brighton
3700,4,Brighton
3300,4,Brighton
4200,5,Brighton
4100,5,Brighton
4200,5,Brighton
3900,4,Brighton
3250,4,Brighton
2800,2,Brighton
4399,5,Brighton
2275,1,Brighton
2750,2,Brighton
4170,1,Brighton
4500,3,Brighton
2150,0,Brighton
2295,1,Brighton
3600,4,Brighton
2150,0,Brighton
3575,3,Brighton
